Label,Assay ID,Condition ID,"K2HPO4
(mM)","KH2PO4
(mM)","Na2HPO4
(mM)","Glucose
(mM)","(NH4)2SO4
(mM)","NH4Cl
(mM)","Alanine
(mM)","Arginine/HCl
(mM)","Asparagine/H2O
(mM)","AsparticAcid
(mM)","Cystine/HCl/H2O
(mM)","GlutamicAcid/HCl
(mM)","Glutamine
(mM)","Glycine
(mM)","Histidine/HCl/H2O
(mM)","Isoleucine
(mM)","Leucine
(mM)","Lysine/HCl
(mM)","Methionine
(mM)","Phenylalanine
(mM)","Proline
(mM)","Serine
(mM)","Threonine
(mM)","Tryptophan
(mM)","Tyrosine
(mM)","Valine
(mM)","KCl
(mM)","NaCl
(mM)","MgSO4/7H2O
(mM)","MgCl2/6H2O
(mM)","CaCl2/2H2O
(mM)","CaSO4/2H2O
(mM)","Na3C6H5O7/2H2O
(mM)","Na2S2O3/5H2O
(mM)","FeSO4/7H2O
(mM)","CuSO4/5H2O
(mM)","Na2MoO4/2H2O
(mM)","ZuSO4/7H2O
(mM)","Thiamine/HCl
(mM)","Pyridoxine
(mM)","FolicAcid
(mM)","Riboflavin
(mM)","H3BO3
(mM)","AminobenzoicAcid
(mM)"
Curve10891,Round05_2023,Cond00738,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,5.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10892,Round05_2024,Cond00738,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,5.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10893,Round05_2025,Cond00738,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,5.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10894,Round05_2026,Cond00738,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,5.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10895,Round05_2027,Cond00738,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,5.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10896,Round05_2028,Cond00738,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,5.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10897,Round05_2029,Cond00739,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,50.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10898,Round05_2030,Cond00739,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,50.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10899,Round05_2031,Cond00739,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,50.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10900,Round05_2032,Cond00739,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,50.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10901,Round05_2033,Cond00739,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,50.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10902,Round05_2034,Cond00739,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,50.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10903,Round05_2035,Cond00739,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,50.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10904,Round05_2036,Cond00739,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,50.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10905,Round05_2037,Cond00739,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,50.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10906,Round05_2038,Cond00739,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,50.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10907,Round05_2039,Cond00739,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,50.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10908,Round05_2040,Cond00739,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,50.0,0.005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10909,Round05_2041,Cond00740,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10910,Round05_2042,Cond00740,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10911,Round05_2043,Cond00740,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10912,Round05_2044,Cond00740,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10913,Round05_2045,Cond00740,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10914,Round05_2046,Cond00740,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10915,Round05_2047,Cond00740,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10916,Round05_2048,Cond00740,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10917,Round05_2049,Cond00740,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10918,Round05_2050,Cond00740,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10919,Round05_2051,Cond00740,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10920,Round05_2052,Cond00740,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10921,Round05_2053,Cond00741,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,5e-05,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10922,Round05_2054,Cond00741,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,5e-05,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10923,Round05_2055,Cond00741,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,5e-05,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10924,Round05_2056,Cond00741,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,5e-05,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10925,Round05_2057,Cond00741,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,5e-05,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10926,Round05_2058,Cond00741,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,5e-05,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10927,Round05_2059,Cond00741,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,5e-05,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10928,Round05_2060,Cond00741,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,5e-05,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10929,Round05_2061,Cond00741,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,5e-05,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10930,Round05_2062,Cond00741,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,5e-05,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10931,Round05_2063,Cond00741,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,5e-05,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10932,Round05_2064,Cond00741,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,5e-05,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10933,Round05_2065,Cond00742,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10934,Round05_2066,Cond00742,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10935,Round05_2067,Cond00742,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10936,Round05_2068,Cond00742,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10937,Round05_2069,Cond00742,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10938,Round05_2070,Cond00742,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10939,Round05_2071,Cond00742,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10940,Round05_2072,Cond00742,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10941,Round05_2073,Cond00742,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10942,Round05_2074,Cond00742,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10943,Round05_2075,Cond00742,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10944,Round05_2076,Cond00742,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.0005,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10945,Round05_2077,Cond00743,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.025,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10946,Round05_2078,Cond00743,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.025,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10947,Round05_2079,Cond00743,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.025,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10948,Round05_2080,Cond00743,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.025,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10949,Round05_2081,Cond00743,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.025,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10950,Round05_2082,Cond00743,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.025,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10951,Round05_2083,Cond00743,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.025,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10952,Round05_2084,Cond00743,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.025,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10953,Round05_2085,Cond00743,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.025,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10954,Round05_2086,Cond00743,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.025,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10955,Round05_2087,Cond00743,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.025,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10956,Round05_2088,Cond00743,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.025,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
Curve10957,Round05_2089,Cond00744,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.05,0.0001,0.001,1e-05,0.01,0.002,0.0,0.005,0.8,0.0
